instance_id,family,n,alpha,num_processors_total,max_required_processors_per_job,max_jobs_per_processor,mean_jobs_per_processor,bpc_status,bpc_gap_pct,bpc_time_seconds,included_in_main_study,included_in_ablation_30,included_in_sensitivity_30,included_in_hard_tail_70
ED_n055_017_a50_050,ED,55,0.5,55,,7,4.07,incumbent,0.12,1443.6,True,False,False,False
ED_n055_017_a75_051,ED,55,0.75,55,,7,4.07,incumbent,0.11,2166.9,True,False,False,False
ED_n055_018_a25_052,ED,55,0.25,55,,9,4.15,optimal,0.0,1.0,True,False,False,False
ED_n055_018_a50_053,ED,55,0.5,55,,9,4.15,incumbent,0.12,1443.6,True,False,False,False
ED_n055_018_a75_054,ED,55,0.75,55,,9,4.15,incumbent,0.11,2166.9,True,False,False,False
ED_n055_019_a25_055,ED,55,0.25,55,,7,4.31,optimal,0.0,1.0,True,False,False,False
ED_n055_019_a50_056,ED,55,0.5,55,,7,4.31,incumbent,0.12,1443.6,True,False,False,True
ED_n055_019_a75_057,ED,55,0.75,55,,7,4.31,incumbent,0.11,2166.9,True,False,False,False
ED_n055_020_a25_058,ED,55,0.25,55,,8,4.0,optimal,0.0,1.0,True,False,False,False
ED_n055_020_a50_059,ED,55,0.5,55,,8,4.0,incumbent,0.12,1443.6,True,False,False,False
ED_n055_020_a75_060,ED,55,0.75,55,,8,4.0,incumbent,0.11,2166.9,True,False,False,False
ED_n060_021_a25_061,ED,60,0.25,55,,9,4.71,optimal,0.0,0.1,True,False,False,False
ED_n060_021_a50_062,ED,60,0.5,55,,9,4.71,incumbent,0.44,2164.7,True,False,False,False
ED_n060_021_a75_063,ED,60,0.75,55,,9,4.71,incumbent,1.64,2864.3,True,True,True,False
ED_n060_022_a25_064,ED,60,0.25,55,,9,4.44,optimal,0.0,0.1,True,False,False,False
ED_n060_022_a50_065,ED,60,0.5,55,,9,4.44,incumbent,0.44,2164.7,True,False,False,True
ED_n060_022_a75_066,ED,60,0.75,55,,9,4.44,incumbent,1.64,2864.3,True,False,False,True
ED_n060_023_a25_067,ED,60,0.25,55,,9,4.44,optimal,0.0,0.1,True,False,False,False
ED_n060_023_a50_068,ED,60,0.5,55,,9,4.44,incumbent,0.44,2164.7,True,False,False,False
ED_n060_023_a75_069,ED,60,0.75,55,,9,4.44,incumbent,1.64,2864.3,True,False,False,False
ED_n060_024_a25_070,ED,60,0.25,55,,9,4.62,optimal,0.0,0.1,True,False,False,True
ED_n060_024_a50_071,ED,60,0.5,55,,9,4.62,incumbent,0.44,2164.7,True,False,False,False
ED_n060_024_a75_072,ED,60,0.75,55,,9,4.62,incumbent,1.64,2864.3,True,False,False,False
ED_n060_025_a25_073,ED,60,0.25,55,,10,4.36,optimal,0.0,0.1,True,False,False,False
ED_n060_025_a50_074,ED,60,0.5,55,,10,4.36,incumbent,0.44,2164.7,True,False,False,True
ED_n060_025_a75_075,ED,60,0.75,55,,10,4.36,incumbent,1.64,2864.3,True,False,False,False
ED_n065_026_a25_076,ED,65,0.25,55,,9,5.0,not_reported,,,True,False,False,False
ED_n065_026_a50_077,ED,65,0.5,55,,9,5.0,not_reported,,,True,False,False,False
ED_n065_026_a75_078,ED,65,0.75,55,,9,5.0,not_reported,,,True,False,False,False
ED_n065_027_a25_079,ED,65,0.25,55,,9,4.81,not_reported,,,True,False,False,False
ED_n065_027_a50_080,ED,65,0.5,55,,9,4.81,not_reported,,,True,False,False,True
ED_n065_027_a75_081,ED,65,0.75,55,,9,4.81,not_reported,,,True,False,False,True
ED_n065_028_a25_082,ED,65,0.25,55,,9,4.81,not_reported,,,True,False,False,True
ED_n065_028_a50_083,ED,65,0.5,55,,9,4.81,not_reported,,,True,False,False,False
ED_n065_028_a75_084,ED,65,0.75,55,,9,4.81,not_reported,,,True,False,False,False
ED_n065_029_a25_085,ED,65,0.25,55,,9,4.91,not_reported,,,True,False,False,True
ED_n065_029_a50_086,ED,65,0.5,55,,9,4.91,not_reported,,,True,False,False,False
ED_n065_029_a75_087,ED,65,0.75,55,,9,4.91,not_reported,,,True,False,False,False
ED_n065_030_a25_088,ED,65,0.25,55,,11,4.73,not_reported,,,True,False,False,True
ED_n065_030_a50_089,ED,65,0.5,55,,11,4.73,not_reported,,,True,False,False,False
ED_n065_030_a75_090,ED,65,0.75,55,,11,4.73,not_reported,,,True,False,False,False
ED_n070_031_a25_091,ED,70,0.25,55,,10,5.38,not_reported,,,True,True,True,False
ED_n070_031_a50_092,ED,70,0.5,55,,10,5.38,not_reported,,,True,False,False,False
ED_n070_031_a75_093,ED,70,0.75,55,,10,5.38,not_reported,,,True,False,False,False
ED_n070_032_a25_094,ED,70,0.25,55,,10,5.19,not_reported,,,True,False,False,False
ED_n070_032_a50_095,ED,70,0.5,55,,10,5.19,not_reported,,,True,False,False,True
ED_n070_032_a75_096,ED,70,0.75,55,,10,5.19,not_reported,,,True,False,False,True
ED_n070_033_a25_097,ED,70,0.25,55,,10,5.19,not_reported,,,True,False,False,False
ED_n070_033_a50_098,ED,70,0.5,55,,10,5.19,not_reported,,,True,False,False,False
ED_n070_033_a75_099,ED,70,0.75,55,,10,5.19,not_reported,,,True,False,False,False
ED_n070_034_a25_100,ED,70,0.25,55,,10,5.28,not_reported,,,True,False,False,False
ED_n070_034_a50_101,ED,70,0.5,55,,10,5.28,not_reported,,,True,False,False,False
ED_n070_034_a75_102,ED,70,0.75,55,,10,5.28,not_reported,,,True,False,False,False
ED_n070_035_a25_103,ED,70,0.25,55,,11,5.09,not_reported,,,True,False,False,True
ED_n070_035_a50_104,ED,70,0.5,55,,11,5.09,not_reported,,,True,False,False,False
ED_n070_035_a75_105,ED,70,0.75,55,,11,5.09,not_reported,,,True,False,False,False
ED_n075_036_a25_106,ED,75,0.25,55,,10,5.56,not_reported,,,True,False,False,False
ED_n075_036_a50_107,ED,75,0.5,55,,10,5.56,not_reported,,,True,False,False,False
ED_n075_036_a75_108,ED,75,0.75,55,,10,5.56,not_reported,,,True,False,False,False
ED_n075_037_a25_109,ED,75,0.25,55,,11,5.56,not_reported,,,True,False,False,True
ED_n075_037_a50_110,ED,75,0.5,55,,11,5.56,not_reported,,,True,False,False,False
ED_n075_037_a75_111,ED,75,0.75,55,,11,5.56,not_reported,,,True,False,False,False
ED_n075_038_a25_112,ED,75,0.25,55,,11,5.56,not_reported,,,True,False,False,False
ED_n075_038_a50_113,ED,75,0.5,55,,11,5.56,not_reported,,,True,False,False,False
ED_n075_038_a75_114,ED,75,0.75,55,,11,5.56,not_reported,,,True,False,False,False
ED_n075_039_a25_115,ED,75,0.25,55,,11,5.66,not_reported,,,True,False,False,False
ED_n075_039_a50_116,ED,75,0.5,55,,11,5.66,not_reported,,,True,False,False,True
ED_n075_039_a75_117,ED,75,0.75,55,,11,5.66,not_reported,,,True,False,False,False
ED_n075_040_a25_118,ED,75,0.25,55,,12,5.45,not_reported,,,True,False,False,True
ED_n075_040_a50_119,ED,75,0.5,55,,12,5.45,not_reported,,,True,False,False,False
ED_n075_040_a75_120,ED,75,0.75,55,,12,5.45,not_reported,,,True,False,False,True
ED_n080_041_a25_121,ED,80,0.25,55,,13,5.93,not_reported,,,True,False,False,False
ED_n080_041_a50_122,ED,80,0.5,55,,13,5.93,not_reported,,,True,True,True,False
ED_n080_041_a75_123,ED,80,0.75,55,,13,5.93,not_reported,,,True,False,False,False
ED_n080_042_a25_124,ED,80,0.25,55,,12,5.93,not_reported,,,True,False,False,True
ED_n080_042_a50_125,ED,80,0.5,55,,12,5.93,not_reported,,,True,False,False,False
ED_n080_042_a75_126,ED,80,0.75,55,,12,5.93,not_reported,,,True,False,False,False
ED_n080_043_a25_127,ED,80,0.25,55,,11,5.93,not_reported,,,True,False,False,False
ED_n080_043_a50_128,ED,80,0.5,55,,11,5.93,not_reported,,,True,False,False,False
ED_n080_043_a75_129,ED,80,0.75,55,,11,5.93,not_reported,,,True,False,False,False
ED_n080_044_a25_130,ED,80,0.25,55,,11,6.04,not_reported,,,True,False,False,False
ED_n080_044_a50_131,ED,80,0.5,55,,11,6.04,not_reported,,,True,False,False,False
ED_n080_044_a75_132,ED,80,0.75,55,,11,6.04,not_reported,,,True,False,False,False
ED_n080_045_a25_133,ED,80,0.25,55,,12,5.82,not_reported,,,True,False,False,True
ED_n080_045_a50_134,ED,80,0.5,55,,12,5.82,not_reported,,,True,False,False,False
ED_n080_045_a75_135,ED,80,0.75,55,,12,5.82,not_reported,,,True,False,False,True
